# Agent-assisted review of derived_client_alias_index candidates, 2026-07-06.
# Produced by 6 batched general-purpose Agent tool launches (not raw API calls)
# over the 525 canonical entity names in derived_client_alias_index at build
# time (>= $1M total Senate income threshold). Applied via
# scripts/apply_client_alias_llm_review.py. Format:
# entity_id|canonical_name|additional_aliases (;-sep or NONE)|generic_flag|reason
24|LAW OFFICES OF MICHAEL JASON LEE, APLC (ON BEHALF OF TETHER OPERATIONS LIMITED)|Tether|false|underlying entity Tether is distinctive
25|MCKINSEY AND COMPANY, INC.|McKinsey|false|distinctive well-known brand name
26|APPLIED INTUITION, INC.|Applied Intuition|false|distinctive coined brand name
27|PET FOOD INSTITUTE|NONE|true|generic descriptive name
28|MCKINSEY & COMPANY|McKinsey|false|distinctive well-known brand name
29|MUNICIPAL SECURITIES RULEMAKING BOARD|MSRB|false|well-known unambiguous abbreviation
30|ORACLE|NONE|true|common English word, high false positive risk
31|GENERAL ATOMICS AERONAUTICAL SYSTEMS, INC.|General Atomics;GA-ASI|false|distinctive company name
32|HONEYWELL INTERNATIONAL, INC.|Honeywell|false|distinctive well-known brand name
33|GOBRANDS, INC.|NONE|true|corporate name obscure; press likely uses "Gopuff" instead (not verified, don't add unverified consumer brand)
34|ANIMAL WELLNESS ACTION|NONE|true|generic-sounding advocacy name
35|ORACLE CORPORATION|NONE|true|"Oracle" collides with common English word
36|FORIS DAX, INC. D/B/A CRYPTO.COM|Crypto.com|false|Crypto.com is the operative distinctive brand
37|INDIVIOR INC.|Indivior|false|distinctive coined pharma brand name
38|SWISHER INTERNATIONAL, INC., F/K/A SI GROUP CLIENT SERVICES|Swisher|false|distinctive well-known brand name
39|THE BOEING COMPANY|Boeing|false|distinctive globally well-known brand name
40|AMAZON WEB SERVICES|AWS|false|distinctive well-known brand/abbreviation
41|BANK OF AMERICA CORPORATION|Bank of America;BofA|false|distinctive well-known brand name
42|PAYWARD INC. D/B/A KRAKEN|Kraken|false|Kraken is the operative distinctive brand
43|LEIDOS, INC.|Leidos|false|distinctive coined brand name
44|NASSCOM (NATIONAL ASSOCIATION OF SOFTWARE AND SERVICE COMPANIES)|NASSCOM|false|distinctive coined acronym/brand
45|NORFOLK SOUTHERN CORPORATION|Norfolk Southern|false|distinctive well-known brand name
46|HEALTH SUPPLY US, LLC|NONE|true|generic descriptive name
47|META PLATFORMS, INC.|NONE|true|"Meta" alone is a common English prefix/word
48|ADVOCATE HEALTH|NONE|true|combines two generic English words
49|ALLIANCE FOR AGING RESEARCH|NONE|true|generic descriptive name
50|MICRON TECHNOLOGY, INC.|Micron|false|distinctive well-known brand name
51|THE AARON'S COMPANY, INC.|Aaron's|false|distinctive well-known retail brand name
52|INTERNATIONAL FRESH PRODUCE ASSOCIATION|IFPA|false|distinctive well-known produce-industry acronym
53|H-E-B GROCERY COMPANY LP|H-E-B|false|distinctive well-known regional grocery brand
54|SIDECAR HEALTH, INC.|Sidecar Health|false|distinctive brand name, full phrase safe
55|VETERANS GUARDIAN VA CLAIM CONSULTING LLC|Veterans Guardian|false|distinctive coined brand name
56|GRIFOLS SHARED SERVICES NORTH AMERICA, INC.|Grifols|false|distinctive well-known pharma brand name
57|UNIVERSAL SAVINGS FOR AMERICANS, FORMERLY REPORTED AS, SAVINGUSA|NONE|true|generic-sounding descriptive name
58|ZENO POWER SYSTEMS, INC.|Zeno Power|false|distinctive coined brand name
59|AMAZON WEB SERVICES, INC.|AWS|false|distinctive well-known brand/abbreviation
60|SCOTT'S MIRACLE-GRO|Miracle-Gro|false|distinctive well-known consumer brand name
61|RADIANCE TECHNOLOGIES, INC.|NONE|true|somewhat generic-sounding tech name
62|CHARTER COMMUNICATIONS, INC.|Spectrum|true|"Charter" alone is common word; Spectrum brand also somewhat generic but recognized
63|AMAZON.COM SERVICES LLC|Amazon|false|distinctive globally well-known brand name
64|CENTENE CORPORATION|Centene|false|distinctive coined brand name
65|EXELON CORPORATION|Exelon|false|distinctive coined brand name
66|SEATGEEK|NONE|false|distinctive coined brand name
67|ACTIVISION BLIZZARD, INC.|Activision;Blizzard|false|distinctive well-known gaming brand names
68|COMCAST CORPORATION|Comcast|false|distinctive well-known brand name
69|FOX CORPORATION|NONE|true|"Fox" alone is common word; confusable with other Fox entities
70|NATIONAL ASSOCIATION OF BROADCASTERS|NAB|false|fairly well-known broadcasting-industry acronym
71|DJI TECHNOLOGY|DJI|false|distinctive well-known drone brand/acronym
72|NEXSTAR MEDIA GROUP, INC.|Nexstar|false|distinctive coined brand name
73|PAXOS TRUST COMPANY, LLC|Paxos|false|distinctive coined brand name
74|OPERATIONAL TECHNOLOGY CYBERSECURITY COALITION|NONE|true|generic descriptive coalition name
75|BIPARTISAN POLICY CENTER ACTION|NONE|true|"Action" affiliate suffix + generic "bipartisan policy" phrasing ambiguity
76|DAY & ZIMMERMANN GROUP, INC.|Day & Zimmermann|false|distinctive well-known company name
77|TRISALUS LIFE SCIENCES|TriSalus|false|distinctive coined brand name
78|VERIZON COMMUNICATIONS|Verizon|false|distinctive well-known brand name
79|CTIA - THE WIRELESS ASSOCIATION|CTIA|false|distinctive well-known telecom-industry acronym/brand
80|GLOBAL MEDICAL RESPONSE|NONE|true|somewhat generic-sounding descriptive name
81|STRIPE, INC.|NONE|true|"Stripe" is a common English word, meaningful collision risk
82|BAXTER HEALTHCARE CORPORATION|Baxter|false|distinctive well-known brand name in healthcare context
83|SUSTAINABLE PFAS ACTION NETWORK|NONE|true|generic descriptive coalition name
84|T-MOBILE USA, INC.|T-Mobile|false|distinctive well-known brand name
85|SUN AFRICA|NONE|true|combines two very common/generic words
86|PANASONIC CORPORATION OF NORTH AMERICA|Panasonic|false|distinctive well-known brand name
87|TRANSUNION LLC|TransUnion|false|distinctive well-known credit-bureau brand name
88|HP INC.|Hewlett-Packard|true|"HP" two-letter form has real collision risk; former full name safer
89|AMERICAN CLEAN POWER ASSOCIATION|NONE|false|distinctive full descriptive name, low collision for FTS on complete phrase (acronym ACP not suggested)
90|PHOENIX TAILINGS|NONE|false|distinctive coined brand name in mining/metals context
91|AMERICAN SOC. OF AGRONOMY, CROP SCI. SOC. OF AMERICA & SOIL SCI. SOC. OF AMERICA|NONE|false|multi-part distinctive coalition name
92|KYNDRYL, INC.|Kyndryl|false|distinctive coined brand name (IBM spinoff)
93|GULF ENERGY ALLIANCE|NONE|true|generic-sounding coalition name
94|LEAGUE OF CONSERVATION VOTERS|LCV|false|distinctive well-known abbreviation
95|POINT DIGITAL FINANCE, INC.|NONE|true|"Point" alone far too generic
96|EQUIFAX, INC.|Equifax|false|distinctive well-known brand name
97|PLANET LABS PBC|NONE|true|"Planet" alone far too generic
98|GILEAD SCIENCES, INC.|Gilead|false|distinctive pharma brand name
99|FERVO ENERGY|Fervo|false|distinctive coined brand name
100|DEFI EDUCATION FUND|NONE|false|distinctive specific name tied to DeFi policy space
101|AIG|American International Group|false|distinctive well-known acronym in finance/insurance context
102|COMPUTER & COMMUNICATIONS INDUSTRY ASSOCIATION|CCIA|false|specific well-known trade-association abbreviation
103|CONSOLIDATED RAIL CORPORATION|Conrail|false|well-known legacy/common shortened brand name
104|JRC INTEGRATED SYSTEMS, INC.|NONE|false|distinctive multi-letter name
105|NATIONAL ASSOCIATION OF CHAIN DRUG STORES|NACDS|false|well-known abbreviation for this association
106|COINBASE, INC.|Coinbase|false|distinctive well-known brand name
107|SAS|NONE|true|very short acronym colliding with many other meanings
108|TECK RESOURCES LIMITED|Teck|false|distinctive brand name in mining sector
109|CONSTELLATION ENERGY GENERATION, LLC|NONE|true|"Constellation" alone collides with astronomy/other Constellation entities
110|FLAGSHIP PIONEERING|NONE|true|"Flagship" alone is a common generic word
111|URAC, INC.|URAC|false|distinctive specific healthcare-accreditation acronym
112|LEIDOS|NONE|false|distinctive coined brand name
113|LIGADO NETWORKS|Ligado|false|distinctive coined brand name
114|WOLFSPEED, INC.|Wolfspeed|false|distinctive brand name
115|BROWN-FORMAN CORPORATION|Brown-Forman|false|distinctive brand name
116|UNIVERSITY OF PITTSBURGH|Pitt|false|well-known specific shortened form
117|BAMBOO HEALTH|NONE|true|shortened "Bamboo" alone is generic
118|FIDELIS NEW ENERGY|NONE|true|"Fidelis" alone collides with other Fidelis entities
119|HUMANA, INC.|Humana|false|distinctive well-known health-insurance brand name
120|ST ENGINEERING NORTH AMERICA, INC.|ST Engineering|false|distinctive brand name
121|DIRECTV, LLC|DirecTV|false|distinctive well-known brand name
122|CEMEX, INC.|Cemex|false|distinctive well-known brand name
123|BIOMADE|NONE|false|distinctive coined name
124|PBM ACCOUNTABILITY PROJECT|NONE|false|distinctive specific advocacy project name
125|GLOBAL LASER ENRICHMENT, LLC|NONE|true|"GLE" abbreviation too generic, don't use
126|WORLD GOLD COUNCIL|NONE|false|distinctive specific organization name
127|AMERICAN OPTOMETRIC ASSOCIATION|NONE|false|full name specific and distinctive (AOA acronym excluded, collides)
128|THE AMHERST GROUP, LLC|NONE|true|"Amherst" alone risks collision with Amherst College/town
129|EDWARD D. JONES & CO., L.P.|Edward Jones|false|distinctive well-known brand name
130|CHIPOTLE MEXICAN GRILL, INC.|Chipotle|false|distinctive well-known brand name
131|FLEX ASSOCIATION|NONE|true|"Flex" is a common generic word/abbreviation
132|INFANT NUTRITION COUNCIL OF AMERICA|NONE|true|INCA abbreviation collides with Inca civilization
133|TARGET CORPORATION|NONE|true|"Target" extremely common generic English word
134|FORM ENERGY|NONE|true|"Form" extremely common generic word
135|SEAGATE TECHNOLOGY LLC|Seagate|false|distinctive well-known brand name
136|SMALL BUSINESS CONSTRUCTION AND ENGINEERING COALITION (INFORMAL COALITION)|NONE|true|long generic-sounding descriptive coalition name
137|CUBIC CORPORATION|NONE|true|"Cubic" alone common generic mathematical term
138|GEMCORP CAPITAL MANAGEMENT LIMITED|Gemcorp|false|distinctive coined brand name
139|AMYLYX PHARMACEUTICALS|Amylyx|false|distinctive coined pharma brand name
140|VERISIGN, INC.|VeriSign|false|distinctive well-known brand name
141|ST. BERNARD PORT, HARBOR AND TERMINAL DISTRICT|NONE|false|distinctive specific government-entity name
142|OUSTER, INC.|NONE|true|"Ouster" is also a common English word (removal from office)
143|SAMSUNG SDI AMERICA, INC.|Samsung SDI|false|distinctive brand name
144|QUANTUM RESEARCH INTERNATIONAL, INC.|NONE|true|contains generic terms "quantum"/"research international"
145|CHEVRON PHILLIPS CHEMICAL COMPANY LP|Chevron Phillips|false|distinctive brand name
146|MCKESSON CORPORATION|McKesson|false|distinctive well-known brand name
147|U.S. CHAMBER OF COMMERCE|NONE|true|"Chamber of Commerce" alone generic (many local/state chambers)
148|SAGENT M&C, LLC|Sagent|false|distinctive brand name
149|BLUE ORIGIN|NONE|false|distinctive well-known brand name, low collision despite common words
150|THE WALT DISNEY COMPANY|Disney;Walt Disney|false|distinctive globally well-known brand name
151|ARIZONA MINERALS, INC.|NONE|false|distinctive specific name
152|MANAGED FUNDS ASSOCIATION|NONE|true|MFA acronym very common ambiguous
153|DANAHER CORPORATION|Danaher|false|distinctive well-known brand name
154|INFOSYS LIMITED|Infosys|false|distinctive well-known brand name
155|SMALL UAV COALITION|NONE|true|contains generic descriptive terms (small drones)
156|ELEVANCE HEALTH, INC.|Elevance;Anthem|false|distinctive coined brand name; Anthem well-known former brand
157|PILOT TRAVEL CENTERS, LLC|Pilot Flying J|true|"Pilot" alone extremely common generic word; combined brand name safer
158|ENTEK TECHNOLOGY HOLDING, LLC|Entek|false|distinctive brand name
159|ASIAN AMERICAN HOTEL OWNERS ASSOCIATION|AAHOA|false|well-known specific abbreviation
160|THE WALT DISNEY CORPORATION|Disney;Walt Disney|false|distinctive globally well-known brand name (variant/error for The Walt Disney Company)
161|FISHER INVESTMENTS|NONE|true|"Fisher" alone very common surname/generic word
162|WASHINGTON COMMANDERS|the Commanders|false|distinctive well-known NFL team name
163|REYES HOLDING, L.L.C|Reyes Holdings|true|"Reyes" alone extremely common surname; full name needed
164|QUANTINUUM|NONE|false|distinctive coined brand name
165|ETSY, INC.|Etsy|false|distinctive well-known brand name
166|PACE-O-MATIC, INC.|Pace-O-Matic|false|distinctive coined brand name
167|JONES FORTUNA LP ON BEHALF OF GEORGIA WATER SUPPLY PROVIDERS|NONE|true|generic phrase "Georgia water supply providers"
168|SAMSUNG SEMICONDUCTOR, INC.|Samsung Semiconductor|false|distinctive brand name
169|KEURIG DR PEPPER INC. AND AFFILIATES|Keurig Dr Pepper;KDP|false|distinctive well-known brand name; KDP common ticker/abbreviation
170|OTSUKA AMERICA PHARMACEUTICAL, INC.|Otsuka|false|distinctive well-known pharma brand name
171|JOBY AERO, INC.|Joby;Joby Aviation|false|distinctive brand name
172|BREAKTHROUGH ENERGY ACTION|Breakthrough Energy|true|"Breakthrough Energy" distinctive as full multi-word form; caution on partial matches
173|KIMBERLY-CLARK CORPORATION|Kimberly-Clark|false|distinctive well-known brand name
174|CRYPTO COUNCIL FOR INNOVATION|NONE|false|distinctive specific organization name in crypto-policy space
175|TD BANK, N.A.|TD Bank|false|distinctive well-known brand name
176|DARTMOUTH COLLEGE|Dartmouth|false|distinctive well-known university name
177|VANTAGESCORE SOLUTIONS, LLC|VantageScore|false|distinctive well-known credit-scoring brand name
178|ARDELYX, INC.|Ardelyx|false|distinctive coined pharma brand name
179|ACCENTCARE, INC.|AccentCare|false|distinctive coined healthcare brand name
180|BEONE MEDICINES ( FORMERLY KNOWN AS BEIGENE USA, INC.)|BeOne Medicines;BeiGene|false|distinctive coined names; BeiGene explicit former name
181|AMERICAN PIPELINE CONTRACTORS ASSOCIATION|NONE|false|distinctive trade association name, not generic
182|CORINTHIA HOLDINGS PTE. LTD.|NONE|false|distinctive name
183|ENVIRONMENTAL DEFENSE ACTION FUND|NONE|true|easily confused with "Environmental Defense Fund" (different well-known org)
184|FERRING PHARMACEUTICALS, INC.|Ferring|false|distinctive brand name
185|EXACT SCIENCES|NONE|true|risks collision with generic usage of "exact sciences"
186|NATIONAL GRID USA SERVICE COMPANY, INC. D/B/A NATIONAL GRID|National Grid|false|distinctive utility brand name
187|3M COMPANY|3M|false|distinctive brand
188|AMERICAN HEART ASSOCIATION|NONE|false|distinctive full name (AHA acronym excluded, collides with other orgs)
189|H&R BLOCK|NONE|false|distinctive brand name
190|NATIONAL RURAL ELECTRIC COOPERATIVE ASSOCIATION|NRECA|false|well-known specific abbreviation
191|PERRIGO COMPANY PLC|Perrigo|false|distinctive brand name
192|ALTRIA CLIENT SERVICES, LLC|Altria|false|distinctive brand name
193|MULTI SERVICE TECHNOLOGY SOLUTIONS, INC. (D/B/A TREVIPAY)|TreviPay|false|distinctive d/b/a brand name
194|LIV GOLF, INC|LIV Golf|false|distinctive brand name
195|THE WILLIAMS COMPANIES, INC.|NONE|true|"Williams" alone very common surname/generic word
196|GOOGLE CLIENT SERVICES, LLC|Google|false|distinctive brand name
197|TESLA, INC.|Tesla|false|distinctive brand name
198|FEEDING AMERICA|NONE|false|distinctive brand name despite generic-sounding words
199|CEO ADVISORS|NONE|true|generic descriptive phrase
200|WELLSKY|NONE|false|distinctive coined brand name
201|PEPSICO, INC.|Pepsi|false|distinctive brand name
202|AIR PRODUCTS AND CHEMICALS, INC.|Air Products|false|distinctive brand name despite generic-sounding words
203|BRISTOW GROUP, INC.|Bristow|false|distinctive brand name
204|AGUA CALIENTE BAND OF CAHUILLA INDIANS|Agua Caliente|false|distinctive tribal name
205|FORTRESS INFORMATION SECURITY, LLC|NONE|false|full canonical name reasonably distinctive
206|ENERGIA NATURALIS AND PPD GROUP|NONE|false|distinctive combined name
207|BOOZ ALLEN HAMILTON, INC.|Booz Allen|false|distinctive brand name
208|ASCEND LEARNING, LLC|NONE|true|"Ascend" alone generic, caution on shortened form
209|PUERTO VERDE HOLDINGS, LLC|NONE|false|distinctive name
210|WELLHIVE|NONE|false|distinctive coined brand name
211|CARBON ADVOCACY PROJECT|NONE|true|generic descriptive phrase around climate advocacy
212|THE PNC FINANCIAL SERVICES GROUP|PNC|false|distinctive brand name/abbreviation
213|COALITION FOR 1099-K FAIRNESS|1099-K Fairness Coalition|false|distinctive specific policy coalition name
214|AEROVIRONMENT, INC.|AeroVironment|false|distinctive brand name
215|CENTERLINE ACTION, INC.|NONE|true|"Centerline" and "Action" both generic words
216|SHEIN TECHNOLOGY LLC|Shein|false|distinctive brand name
217|BORGWARNER, INC.|BorgWarner|false|distinctive brand name
218|BLACKROCK FUNDS SERVICES GROUP, LLC|BlackRock|false|distinctive brand name
219|WK KELLOGG CO (FKA KELLOGG COMPANY)|Kellogg|false|distinctive brand name; former name Kellogg Company included
220|UNITED WAY WORLDWIDE|United Way|false|distinctive well-known charity brand
221|PARTNERSHIP TO ADDRESS GLOBAL EMISSIONS, INC.|NONE|true|generic descriptive coalition-style name
222|ALLIANCE OF COMMUNITY HEALTH PLANS|NONE|true|generic descriptive phrase
223|KROPP HOLDINGS, INC.|Kropp Holdings|false|distinctive name
224|CUMMINS INC.|Cummins|false|distinctive brand name
225|AMERICAN BEVERAGE ASSOCIATION|NONE|true|full name generic-sounding trade-association phrase (ABA acronym excluded, collides with Bar/Bankers Assoc)
226|DAVITA, INC.|DaVita|false|distinctive brand name
227|SESAC RIGHTS MANAGEMENT, INC.|SESAC|false|distinctive brand name/performing rights org
228|NATIONAL ASSOCIATION OF COMMUNITY HEALTH CENTERS, INC.|NACHC|false|specific known abbreviation
229|HONDURAS PROSPERA INC.|Prospera|false|distinctive name
230|WOODSIDE ENERGY|Woodside|false|distinctive brand name
231|BUSINESS COUNCIL OF CANADA|NONE|true|generic descriptive phrase
232|NOVO NORDISK, INC.|Novo Nordisk|false|distinctive brand name
233|ELECTRONIC PAYMENTS COALITION|NONE|true|generic descriptive phrase
234|TRANSPORT WORKERS UNION OF AMERICA, AFL-CIO|TWU|false|recognized specific abbreviation
235|PUERTO RICO FISCAL AGENCY AND FINANCIAL ADVISORY AUTHORITY (AAFAF)|AAFAF|false|distinctive specific government-entity abbreviation
236|AXON ENTERPRISE, INC.|Axon;Taser|false|distinctive brand name; Taser well-known legacy brand
237|CROWDSTRIKE, INC.|CrowdStrike|false|distinctive brand name
238|EASTMAN CHEMICAL COMPANY|Eastman|false|distinctive brand name
239|PHILLIPS 66|NONE|false|distinctive brand name
240|TARGET HOSPITALITY|NONE|true|"Target" extremely common generic word, collides with Target Corp
241|CONSORTIUM MANAGEMENT GROUP|NONE|true|generic descriptive phrase
242|SYRACUSE UNIVERSITY|NONE|false|distinctive proper-noun institution name
243|PAYPAL, INC.|PayPal|false|distinctive brand name
244|KALSHI, INC.|Kalshi|false|distinctive coined brand name
245|AVA LABS, INC.|Avalanche|false|distinctive; Avalanche well-known blockchain platform brand
246|CALIFORNIA STATE TEACHERS' RETIREMENT SYSTEM|CalSTRS|false|well-known unambiguous abbreviation
247|GLOBAL TECHNICAL SYSTEMS|NONE|true|generic descriptive phrase
248|NVIDIA CORPORATION|Nvidia|false|distinctive brand name
249|COMMUNITY NEWS MEDIA LLC|NONE|true|generic descriptive phrase
250|TRI-STATE GENERATION AND TRANSMISSION ASSOCIATION, INC.|Tri-State Generation|false|distinctive specific utility cooperative name
251|HSBC TECHNOLOGY & SERVICES USA, INC.|HSBC|false|distinctive brand name/abbreviation
252|LIGADO NETWORKS LLC|Ligado|false|distinctive coined brand name
253|MICCOSUKEE TRIBE OF INDIANS OF FLORIDA|Miccosukee Tribe|false|distinctive tribal name
254|THE VANGUARD GROUP, INC.|Vanguard|false|distinctive brand name in financial context
255|ORACLE AMERICA, INC.|NONE|true|"Oracle" collides with common English word
256|FEDERATION OF AMERICAN HOSPITALS|NONE|true|generic descriptive phrase
257|PGA TOUR|NONE|false|distinctive brand name, established specific usage
258|JETBLUE AIRWAYS CORPORATION|JetBlue|false|distinctive brand name
259|LENOVO GROUP (PREV REPORTED AS FGS GLOBAL (ASIA) LIMITED (O/B/O LENOVO GROUP)|Lenovo|false|distinctive brand name
260|PLAID INC.|Plaid|false|distinctive brand name
261|MARE FINANCE INVESTMENT HOLDINGS|NONE|true|generic descriptive phrase
262|GRUBHUB HOLDINGS, INC.|Grubhub|false|distinctive brand name
263|SIXTEEN THIRTY FUND|NONE|false|distinctive specific name despite generic-sounding words
264|VEON LTD.|VEON|false|distinctive coined brand name
265|INNOVAS INDIANA, LLC|NONE|false|distinctive name
266|CROSS RIVER BANK|NONE|true|"Cross River" and "Bank" generic-ish
267|GHOSTWORKS MARINE|NONE|false|distinctive coined brand name
268|AMERICAN REGISTRY OF RADIOLOGIC TECHNOLOGISTS|ARRT|false|specific known abbreviation
269|LIVE NATION ENTERTAINMENT, INC.|Live Nation|false|distinctive brand name
270|ASTRANIS SPACE TECHNOLOGIES CORP.|Astranis|false|distinctive brand name
271|AREVIA POWER|NONE|false|distinctive coined company name
272|MOODY'S CORPORATION|Moody's|false|distinctive brand name
273|EQUITY GROUP HOLDINGS|NONE|true|generic phrase combining common business terms
274|LOWE'S COMPANIES, INC.|Lowe's|false|distinctive retail brand name
275|MAXIMUS|NONE|false|distinctive coined name
276|ANTORA ENERGY|NONE|false|distinctive coined company name
277|AFRICA FINANCE CORPORATION|NONE|false|canonical name reasonably safe (AFC acronym excluded, collides)
278|ILLUMINA, INC.|Illumina|false|distinctive biotech brand name
279|CHARLES RIVER LABORATORIES|NONE|true|"Charles River" alone also a real place name in Massachusetts
280|CTIA-THE WIRELESS ASSOCIATION|CTIA|false|distinctive well-known telecom trade association acronym
281|HAPAG-LLOYD (AMERICA) LLC|Hapag-Lloyd|false|distinctive shipping company brand name
282|ELANCO US INC.|Elanco|false|distinctive animal health company brand name
283|FUTURE OF PHARMACY COALITION LLC|NONE|true|generic-sounding coalition name
284|PARAMOUNT GLOBAL|NONE|true|"Paramount" alone common English word/generic adjective
285|INTELLECTUAL KEYSTONE TECHNOLOGY LLC|NONE|true|generic-sounding name
286|TRICON RESIDENTIAL INC.|Tricon|false|distinctive coined company name
287|PARADIGM OPERATIONS, LP|NONE|true|"Paradigm" common English word
288|APPLE, INC.|NONE|true|"Apple" extremely high collision risk (common word)
289|CRH AMERICAS MATERIALS, INC.|CRH|false|distinctive acronym for the building materials company
290|RAI SERVICES COMPANY|NONE|true|RAI acronym collides with other common usage
291|CITY OF ATLANTA|NONE|true|"Atlanta" alone matches countless unrelated press releases
292|NEWS CORPORATION|News Corp|true|reasonably confident but some collision risk remains; flag for caution
293|ROCHE DIAGNOSTICS CORPORATION|Roche|false|distinctive pharmaceutical brand name
294|AM GENERAL, LLC|NONE|true|"AM General" could partially collide with generic AM+General phrases
295|ALL POINTS, LLC|NONE|true|extremely generic phrase "all points"
296|PATIENTRIGHTSADVOCATE.ORG INC.|Patient Rights Advocate|false|distinctive organization name, specific compound phrase
297|FISHER & PHILLIPS LLP, ON BEHALF OF FORTREX, INC. LTD.|Fortrex|false|distinctive coined company name (underlying client)
298|PLAINS ALL AMERICAN PIPELINE, L.P.|Plains All American|false|distinctive pipeline company brand name
299|PERNOD RICARD USA|Pernod Ricard|false|distinctive spirits company brand name
300|CACI INTERNATIONAL, INC.|CACI|false|distinctive government contractor brand/acronym
301|ARM LIMITED|NONE|true|"Arm" alone common English word (body part), extremely high collision risk
302|VALNEVA USA, INC.|Valneva|false|distinctive biotech/vaccine company brand name
303|NOVARTIS|NONE|false|distinctive pharmaceutical brand name
304|NEXTERA ENERGY, INC.|NextEra|false|distinctive utility company brand name
305|THE ALUMINUM ASSOCIATION|NONE|true|generic industry descriptor
306|SPOTIFY|NONE|false|distinctive brand name
307|NEWSMAX|NONE|false|distinctive media brand name
308|GINKGO BIOWORKS, INC.|NONE|true|"Ginkgo" alone common tree name, caution on shortened alias
309|ANTHROPIC, PBC|Anthropic|false|distinctive AI company brand name
310|ADVANCING MENTAL HEALTH FOR MILITARY FAMILIES, LLC|NONE|true|generic-sounding descriptive coalition name
311|DELTA AIR LINES, INC.|NONE|true|"Delta" alone common English word/Greek letter, heavy collision risk
312|YORK SPACE SYSTEMS|NONE|false|distinctive aerospace company brand name
313|ALNYLAM PHARMACEUTICALS, INC.|Alnylam|false|distinctive biotech brand name
314|VERDEGO AERO|NONE|false|distinctive coined company name
315|AFRICELL UK LIMITED|Africell|false|distinctive telecom brand name
316|TRUCKERS INTEGRAL TO OUR ECONOMY INC (TIE)|NONE|true|TIE acronym collides heavily with common usage
317|WORLD DOG ALLIANCE|NONE|false|distinctive-enough organization name
318|TIKTOK INC.|TikTok|false|distinctive social media brand name
319|WESTMORELAND MINING LLC|Westmoreland|false|distinctive coal company brand name
320|AMERICAN KRATOM ASSOCIATION|NONE|false|"kratom" specific enough term
321|TURO|NONE|false|distinctive car-sharing brand name
322|SARONIC, INC.|Saronic|false|distinctive coined company name
323|SOUTHERN COMPANY SERVICES, INC.|NONE|true|"Southern" combined with generic terms carries some collision risk
324|FINANCIAL ACCOUNTING FOUNDATION|NONE|true|generic-sounding descriptive name
325|FORETREX, INC. LTD (FORMERLY PACKERS SANITATION SERVICES, INC., LTD.)|Foretrex;Packers Sanitation Services|false|distinctive current name and distinctive former/legacy brand name
326|SIEMENS MEDICAL SOLUTIONS USA, INC.|Siemens|false|distinctive multinational conglomerate brand name
327|KODIAK AI, INC. (FORMERLY KODIAK ROBOTICS)|Kodiak AI;Kodiak Robotics|true|"Kodiak" alone collides with Alaska city/bear species; two-word forms reasonably distinctive
328|GENERAL DYNAMICS|NONE|false|well-known defense contractor brand name, two-word combination is specific
329|ADVANCED THERMOPLASTIC COMPOSITES|NONE|true|generic technical/industry descriptor phrase
