# Agent-assisted review of derived_client_alias_index, full-corpus rebuild, 2026-07-06.
# Covers the 1,826 entities newly surfaced after fixing two bugs in
# build_derived_client_alias_index.py: (1) income lookup keyed on the wrong
# senate_clients column (client_id vs id), which undercounted most entities'
# income and shrank the >=$1M threshold set to 525 instead of the true 2,292;
# (2) entities were clustered on the raw normalized name instead of a
# suffix-stripped core key, so "X Corporation" and "X" (same company) could
# land in separate entities (e.g. Norfolk Southern split $4.71M into two
# clusters before the fix). This file is the second review pass, covering
# only the ~1,826 entities not already reviewed in agent_review_2026-07-06.txt
# (the original 525-entity pass, reused rather than re-run to save tokens).
# Produced by 20 batched general-purpose Agent tool launches (not raw API
# calls). Applied via scripts/apply_client_alias_llm_review.py. Format:
# entity_id|canonical_name|additional_aliases (;-sep or NONE)|generic_flag|reason
101|ALLIANCE FOR PHYSICAL THERAPY QUALITY AND INNOVATION|NONE|true|generic advocacy-coalition name
103|ALLIANCE FOR RURAL HOSPITAL ACCESS|NONE|true|generic advocacy-coalition name
104|ALLIANCE FOR VEHICLE EFFICIENCY|NONE|true|generic advocacy-coalition name
106|ALLIANCE OF DEDICATED CANCER CENTERS|NONE|true|generic advocacy-coalition name
108|ALLIANT ENERGY CORPORATION|Alliant Energy|false|distinctive full brand name
109|ALLIANTGROUP L.P.|Alliantgroup|false|distinctive coined brand name
110|ALLIED UNIVERSAL (F/K/A ALLIED BARTON SECURITY SERVICES)|NONE|true|Allied is a common word component
111|ALLISON TRANSMISSION INCORPORATED|Allison Transmission|false|distinctive full brand name
112|ALLSTATE INSURANCE COMPANY|Allstate|false|distinctive well-known brand name
113|ALLSUP, INC.|Allsup|false|distinctive brand name
114|ALLY FINANCIAL, INC.|NONE|true|bare Ally is a common English word
116|ALTAMED HEALTH SERVICES CORPORATION|NONE|false|distinctive healthcare-org name
117|ALTICOR, INC.|NONE|false|distinctive coined brand name
119|ALVOGEN, INC.|NONE|false|distinctive coined pharma brand name
120|ALZHEIMER'S ASSOCIATION|NONE|false|distinctive disease-specific advocacy name
121|AM GENERAL CORPORATION|NONE|false|distinctive vehicle manufacturer name
122|AMAZON|NONE|true|also river/rainforest and common noun
123|AMAZON CORPORATE, LLC|NONE|false|full legal name distinctive enough
125|AMAZON.COM, INC.|NONE|false|.com Inc suffix unambiguous
126|AMAZON.COM SERVICES, INC.|NONE|false|distinctive full form
127|AMBAC ASSURANCE CORPORATION|NONE|false|Ambac distinctive coined name
128|AMBULATORY SURGERY CENTER ASSOCIATION|NONE|false|distinctive as full phrase, ASCA known abbreviation
129|AMEDISYS HOME HEALTH AND HOSPICE CARE|NONE|false|distinctive coined brand name
130|AMEDISYS, INC.|NONE|false|distinctive coined brand name
131|AMEREN|NONE|false|distinctive coined utility brand name
132|AMEREN SERVICES COMPANY|NONE|false|distinctive coined brand name
133|AMERESCO, INC.|NONE|false|distinctive coined brand name
134|AMERICA'S ESSENTIAL HOSPITALS|NONE|false|distinctive phrase
135|AMERICA'S HEALTH INSURANCE PLANS, INC.|AHIP|false|distinctive full name, AHIP known abbreviation
136|AMERICA'S HEALTH INSURANCE PLANS (AHIP)|NONE|false|already includes AHIP
137|AMERICA'S HEALTH INSURANCE PLANS OBO COALITION AGAINST SURPRISE MEDICAL BILLING|NONE|true|generic-sounding advocacy phrase in compound name
138|AMERICAN ACADEMY OF FAMILY PHYSICIANS|NONE|false|distinctive specific full name
139|AMERICAN ACADEMY OF OPHTHALMOLOGY|NONE|false|distinctive specific full name
140|AMERICAN ACADEMY OF PEDIATRIC DENTISTRY|NONE|false|distinctive specific full name
141|AMERICAN ACADEMY OF PHYSICIAN ASSOCIATES|NONE|false|distinctive specific full name
142|AMERICAN AIRLINES, INC.|NONE|false|distinctive unambiguous full name
143|AMERICAN AMBULANCE ASSOCIATION|NONE|true|AAA acronym collision risk
144|AMERICAN ASSOCIATION FOR HOMECARE (AAHOMECARE)|NONE|false|distinctive full name/abbreviation
145|AMERICAN ASSOCIATION FOR JUSTICE|NONE|true|Justice is a common generic word
146|AMERICAN ASSOCIATION OF BIOANALYSTS|NONE|false|distinctive narrow specialty name
147|AMERICAN ASSOCIATION OF COLLEGES OF OSTEOPATHIC MEDICINE|NONE|false|distinctive specific full name
148|AMERICAN ASSOCIATION OF CROP INSURERS (AACI)|NONE|false|distinctive with abbreviation given
149|AMERICAN ASSOCIATION OF NURSE ANESTHETISTS|NONE|false|distinctive specific full name
150|AMERICAN ASSOCIATION OF NURSE PRACTITIONERS|NONE|false|distinctive specific full name
151|AMERICAN ASSOCIATION OF TEACHING HEALTH CENTERS|NONE|false|distinctive specific full name
152|AMERICAN ASSOCIATION OF TISSUE BANKS|NONE|false|distinctive specific full name
154|AMERICAN BENEFITS COUNCIL|NONE|true|Benefits Council is generic descriptive phrase
155|AMERICAN BENEFITS COUNCIL OBO ALLIANCE TO FIGHT FOR HEALTH CARE|NONE|true|generic-sounding coalition portion
157|AMERICAN CANCER SOCIETY CANCER ACTION NETWORK, INC.|NONE|false|distinctive full name, ACS CAN known abbreviation
158|AMERICAN CANCER SOCIETY CANCER ACTION NETWORK (ACSCAN)|NONE|false|distinctive with abbreviation given
159|AMERICAN CHEMISTRY COUNCIL, INC.|NONE|true|ACC widely overloaded acronym
160|AMERICAN CIVIL LIBERTIES UNION, INC.|ACLU|false|extremely well-known unambiguous
162|AMERICAN CLINICAL LABORATORY ASSOCIATION|NONE|false|distinctive specific full name
163|AMERICAN CLINICAL LABORATORY ASSOCIATION (ACLA)|NONE|false|distinctive with abbreviation given
164|AMERICAN COLLEGE OF CLINICAL PHARMACY|NONE|false|distinctive specific full name
165|AMERICAN COLLEGE OF GASTROENTEROLOGY|NONE|false|distinctive specific full name
166|AMERICAN COLLEGE OF SURGEONS|NONE|false|distinctive specific full name
167|AMERICAN COUNCIL OF ENGINEERING COMPANIES, INC.|NONE|false|distinctive specific full name
168|AMERICAN COUNCIL OF LIFE INSURERS|NONE|false|distinctive specific full name
169|AMERICAN DENTAL ASSOCIATION|NONE|true|ADA collides with Americans with Disabilities Act
170|AMERICAN DIABETES ASSOCIATION|NONE|true|same ADA collision issue
172|AMERICAN EXPLORATION & PRODUCTION COUNCIL|NONE|false|distinctive specific full name
173|AMERICAN EXPRESS COMPANY|AMEX|false|distinctive well-known brand, AMEX known shortened form
174|AMERICAN FEDERATION FOR AGING RESEARCH|NONE|false|distinctive specific full name
175|AMERICAN FIDELITY CORPORATION|NONE|false|distinctive full company name
176|AMERICAN FINANCIAL GROUP, INC.|NONE|false|distinctive full company name
177|AMERICAN FINANCIAL SERVICES ASSOCIATION|NONE|false|distinctive specific full name
178|AMERICAN FLOOD COALITION ACTION INC|NONE|false|distinctive specific full name
179|AMERICAN FOREST & PAPER ASSOCIATION|NONE|false|distinctive specific full name
180|AMERICAN FUEL & PETROCHEMICAL MANUFACTURERS (AFPM)|NONE|false|distinctive with abbreviation given
181|AMERICAN FUEL AND PETROCHEMICAL MANUFACTURERS|NONE|false|distinctive specific full name
182|AMERICAN FUEL AND PETROCHEMICAL MANUFACTURERS (AFPM)|NONE|false|distinctive with abbreviation given
183|AMERICAN GAMING ASSOCIATION|NONE|false|distinctive specific full name
184|AMERICAN GAS ASSOCIATION|NONE|false|distinctive specific full name
185|AMERICAN HEALTH CARE ASSOCIATION|NONE|true|AHCA acronym overload risk
187|AMERICAN HONDA MOTOR CO., INC.|NONE|false|distinctive unambiguous brand name
188|AMERICAN HONDA MOTOR CO INC (FORMERLY HONDA NORTH AMERICA)|Honda North America|false|distinctive, former name given
189|AMERICAN HONEY PRODUCERS ASSOCIATION|NONE|false|distinctive specific full name
191|AMERICAN HOTEL & LODGING ASSOCIATION|NONE|false|distinctive specific full name
193|AMERICAN INTERNATIONAL GROUP, INC.|AIG|false|distinctive well-known abbreviation
195|AMERICAN ISRAEL PUBLIC AFFAIRS COMMITTEE|AIPAC|false|distinctive well-known name/abbreviation
196|AMERICAN KIDNEY FUND|NONE|false|distinctive specific full name
199|AMERICAN MARITIME PARTNERSHIP|NONE|false|distinctive specific full name
200|AMERICAN MEDICAL ASSOCIATION|NONE|true|AMA heavily overloaded acronym
201|AMERICAN MEDICAL REHABILITATION PROVIDER ASSOCIATION|NONE|false|distinctive specific full name
203|AMERICAN OSTEOPATHIC ASSOCIATION|NONE|false|distinctive specific full name
204|AMERICAN PACIFIC|NONE|true|extremely generic-sounding name
205|AMERICAN PETROLEUM INSTITUTE|NONE|true|API extremely overloaded acronym
206|AMERICAN PETROLEUM INSTITUTE (API)|NONE|true|same API acronym collision risk
208|AMERICAN PROPERTY CASUALTY INSURANCE ASSOCIATION|NONE|false|distinctive specific full name
209|AMERICAN PROPERTY CASUALTY INSURANCE ASSOCIATION FKA PROPERTY CASUALTY INSURERS|NONE|false|distinctive specific full name
210|AMERICAN PUBLIC POWER ASSOCIATION|NONE|false|distinctive specific full name
211|AMERICAN PUBLIC TRANSPORTATION ASSOCIATION|NONE|false|distinctive specific full name
212|AMERICAN PUBLIC TRANSPORTATION ASSOCIATION (APTA)|NONE|false|distinctive with abbreviation given
213|AMERICAN RESORT DEVELOPMENT ASSOCIATION|NONE|false|distinctive specific full name
215|AMERICAN RETIREMENT ASSOCIATION|NONE|true|Retirement Association generic combination
216|AMERICAN RETIREMENT ASSOCIATION (FORMERLY ASPPA)|NONE|true|same generic Retirement Association collision risk
217|AMERICAN ROLL-ON ROLL-OFF CARRIER GROUP, INC.|NONE|true|shortened ARC alias heavily overloaded
220|AMERICAN SOCIETY OF COMPOSERS, AUTHORS, AND PUBLISHERS (ASCAP)|ASCAP|false|extremely well-known name/abbreviation
221|AMERICAN SOCIETY OF MECHANICAL ENGINEERS|NONE|false|distinctive specific full name
222|AMERICAN SOCIETY OF PLASTIC SURGERY|NONE|false|distinctive specific full name
223|AMERICAN SOCIETY OF TRANSPLANTATION|NONE|false|distinctive specific full name
224|AMERICAN TELEVISION ALLIANCE|NONE|false|distinctive specific full name
225|AMERICAN TOWER CORPORATION|NONE|false|distinctive company name
226|AMERICAN TRANSACTION PROCESSORS COALITION|NONE|false|distinctive coalition name
227|AMERICAN TRUCKING ASSOCIATIONS|NONE|true|ATA acronym collides with other orgs
228|AMERICAN UNITY FUND, INC.|NONE|false|distinctive advocacy name
229|AMERICAN VETERINARY MEDICAL ASSOCIATION|NONE|false|distinctive well-known acronym
230|AMERICANS FOR CARBON DIVIDENDS|NONE|true|generic descriptive coalition name
232|AMERIHEALTH CARITAS|NONE|false|distinctive brand name
233|AMGEN, INC.|Amgen|false|distinctive pharma brand
234|AMGEN USA, INC.|Amgen|false|distinctive pharma brand, same company
235|AMGEN, INC. FKA HORIZON THERAPEUTICS USA, INC.|Amgen;Horizon Therapeutics|false|distinctive; legacy name noted
236|AMRIZE NORTH AMERICA INC.|Amrize|false|distinctive new brand name
237|AMSCOT FINANCIAL CORPORATION|Amscot|false|distinctive brand name
239|ANALOG DEVICES, INC.|NONE|false|distinctive company name
240|ANDURIL INDUSTRIES, INC.|Anduril|false|distinctive brand name
241|ANHEUSER-BUSCH COMPANIES, INC.|Anheuser-Busch|false|distinctive brand
243|ANMED HEALTH SYSTEM|NONE|false|distinctive regional health system name
244|ANSCHUTZ ENTERTAINMENT GROUP INC.|AEG|false|distinctive well-known abbreviation
245|ANT GROUP COMPANY LTD,|Ant Group|false|distinctive brand
248|ANTORA ENERGY, INC.|Antora|false|distinctive brand name
249|AON SERVICE CORPORATION|Aon|false|distinctive brand name
250|APEX CLEAN ENERGY, INC.|NONE|true|Apex extremely common business name if stripped
251|APIJECT SYSTEMS, CORP.|ApiJect|false|distinctive brand name
252|APOLLO GLOBAL MANAGEMENT. INC.|NONE|true|Apollo alone highly generic
253|APOTEX CORPORATION|Apotex|false|distinctive pharma brand
254|APPALACHIAN NATURAL GAS OPERATORS COALITION|NONE|false|distinctive regional coalition name
257|APPLIED MATERIALS, INC.|NONE|false|distinctive semiconductor company name
258|APPLIED RESEARCH ASSOCIATES, INC.|NONE|true|generic-sounding name plus ARA acronym collision
259|APTARGROUP, INC.|Aptar|false|distinctive brand name
260|APTERA MOTORS, INC.|Aptera|false|distinctive brand name
261|APTIV, PLC|Aptiv|false|distinctive brand name
263|ARAMARK SERVICES, INC.|Aramark|false|distinctive brand name
264|ARCH CAPITAL GROUP (U.S.) INC.|NONE|true|Arch alone generic if suffix-stripped
265|ARCHER AVIATION INC.|NONE|true|Archer common surname/word
266|ARCOSA, INC.|Arcosa|false|distinctive brand name
267|ARCTIC SLOPE REGIONAL CORPORATION|ASRC|false|distinctive regional corporation name
269|ARDENT HEALTH SERVICES|NONE|false|distinctive brand name
270|ARES CAPITAL CORPORATION|Ares Capital|false|distinctive
271|ARES MANAGEMENT, FORMERLY REPORTED AS, ARES MANAGEMENT LLC|Ares Management|false|distinctive brand name
273|ARGENTEM CREEK PARTNERS LP|Argentem Creek|false|distinctive brand name
274|ARGENTUM, INC.|NONE|true|Argentum somewhat generic Latin word
277|ARKEMA INC.|Arkema|false|distinctive brand name
280|ARMIS|NONE|true|Armis also common Latin/given name root
282|ASCENDIS PHARMA, INC.|Ascendis|false|distinctive pharma brand
283|ASCENSION HEALTH ALLIANCE|NONE|true|Ascension common word/place name
284|ASCENSION HEALTH ALLIANCE D/B/A ASCENSION|NONE|true|same Ascension collision risk
286|ASML US, LLC|ASML|false|distinctive well-known brand
287|ASPECT HOLDINGS, LLC|NONE|true|Aspect common English word
288|ASSOCIATED UNIVERSITIES, INC.|NONE|true|generic-sounding name
289|ASSOCIATION FOR ACCESSIBLE MEDICINES|NONE|true|generic descriptive advocacy name
290|ASSOCIATION FOR CLINICAL ONCOLOGY|NONE|true|generic descriptive name
291|ASSOCIATION FOR COMMUNITY AFFILIATED PLANS|NONE|true|generic descriptive advocacy/coalition name
292|ASSOCIATION FOR MOLECULAR PATHOLOGY|NONE|true|generic descriptive name; AMP acronym collides
293|ASSOCIATION OF ACCESSIBLE MEDICINES|NONE|true|generic descriptive advocacy name
294|ASSOCIATION OF AMERICAN MEDICAL COLLEGES|NONE|false|well-known distinctive acronym
295|ASSOCIATION OF AMERICAN RAILROADS|NONE|true|generic-sounding descriptive name
296|ASSOCIATION OF DENTAL SUPPORT ORGANIZATIONS|NONE|true|generic descriptive advocacy/coalition name
297|ASSOCIATION OF FOOD AND DAIRY RETAILERS, WHOLESALERS AND MANUFACTURERS|NONE|true|generic descriptive coalition name
298|ASSOCIATION OF NATIONAL ADVERTISERS|NONE|true|generic descriptive name; ANA acronym collides
299|ASSOCIATION OF ORGAN PROCUREMENT ORGANIZATIONS|NONE|true|generic descriptive coalition name
300|ASSOCIATION OF PUBLIC AND LAND-GRANT UNIVERSITIES|NONE|true|generic descriptive name
301|ASSOCIATIONS OF MEXICAN TOMATO GROWERS|NONE|true|generic descriptive coalition name
302|ASSURANT, INC.|Assurant|false|distinctive brand name
303|ASSURED GUARANTY, INC.|NONE|true|descriptive/generic insurance phrasing
304|ASSURED GUARANTY MUNICIPAL CORP.|NONE|true|same collision risk
305|ASTCT|NONE|true|short acronym ambiguous
308|ASTRAZENECA|NONE|true|AZ commonly used for Arizona
309|ASTRAZENECA PHARMACEUTICALS LP|AstraZeneca|false|distinctive pharma brand
310|ASURION, LLC|Asurion|false|distinctive brand name
312|AT&T SERVICES, INC. (FKA AT&T)|AT&T|false|distinctive universally recognized brand
313|ATA ACTION|NONE|true|ATA acronym highly generic/collision-prone
314|ATHENE HOLDING|Athene|false|distinctive brand name
315|ATHENE USA|Athene|false|distinctive brand name
316|ATLANTIC COAST CONFERENCE|NONE|true|ACC acronym highly collision-prone, sports usage dominant
317|AUSTAL USA|Austal|false|distinctive brand name
318|AUTOMOTIVE SERVICE ASSOCIATION|NONE|true|generic descriptive name
319|AUTONOMOUS VEHICLE INDUSTRY ASSOCIATION|NONE|true|generic descriptive name
320|AUTOS DRIVE AMERICA|NONE|true|generic-sounding coalition name
322|AVANGRID, INC.|Avangrid|false|distinctive brand name
323|AVENTIV TECHNOLOGIES LLC AND VARIOUS SUBSIDIARIES|Aventiv|false|distinctive brand name
325|B&H FOTO & ELECTRONICS CORP|B&H;B&H Photo|false|distinctive well-known retailer brand
326|B. BRAUN MEDICAL INC.|B. Braun|false|distinctive brand name
327|B.S.D. CAPITAL, INC., DBA LENDISTRY|Lendistry|false|distinctive DBA brand name
328|BABCOCK & WILCOX ENTERPRISES, INC.|Babcock & Wilcox|false|distinctive well-known brand name
329|BABEL STREET, INC.|Babel Street|false|distinctive brand name
330|BAE SYSTEMS, INC.|BAE Systems|false|distinctive well-known defense contractor brand
331|BAE SYSTEMS LAND & ARMAMENTS LP|BAE Systems|false|distinctive same company family
332|BAIN CAPITAL, LLC|Bain Capital|false|distinctive well-known brand name
333|BAKER HUGHES COMPANY|Baker Hughes|false|distinctive well-known oilfield services brand
334|BALFOUR BEATTY COMMUNITIES|Balfour Beatty|false|distinctive brand name
336|BALL CORPORATION|NONE|true|Ball extremely common English word
337|BALLAD HEALTH|Ballad|false|distinctive regional health system brand
339|BAM TRADING SERVICES, INC./BINANCE.US|Binance.US;Binance|false|distinctive well-known crypto exchange brand
342|BANK POLICY INSTITUTE|NONE|true|generic policy-institute name
343|BARRICK GOLD OF NORTH AMERICA INC.|Barrick Gold;Barrick|false|distinctive mining brand name
346|BATH & BODY WORKS, INC.|Bath & Body Works|false|distinctive retail brand
347|BATTELLE MEMORIAL INSTITUTE|Battelle|false|distinctive name
348|BATTERY MATERIALS AND TECHNOLOGY COALITION|NONE|true|generic descriptive coalition name
349|BAVARIAN NORDIC INC.|Bavarian Nordic|false|distinctive brand name
351|BAYCARE HEALTH SYSTEM|BayCare|false|distinctive brand name
352|BAYER CORPORATION|Bayer|false|distinctive brand name
354|BAYLOR COLLEGE OF MEDICINE|NONE|false|distinctive named institution
355|BAYLOR UNIVERSITY|NONE|false|distinctive named institution
356|BD (BECTON, DICKINSON AND COMPANY)|NONE|true|BD two-letter acronym collides heavily
357|BECHTEL NATIONAL, INC.|Bechtel|false|distinctive brand name
358|BECTON, DICKINSON AND COMPANY|NONE|true|BD abbreviation collides broadly
359|BEER INSTITUTE|NONE|true|generic trade-association name
360|BEIJING XIAOMI MOBILE SOFTWARE CO., LTD.|Xiaomi|false|distinctive brand name
361|BEIJING XIAOMI MOBILE SOFTWARE CO., LTD (FKA EDWARD B. MACMAHON, JR., PLC)|Xiaomi|false|distinctive brand name
362|BELL LEGAL GROUP, LLC|NONE|true|Bell common surname/word
364|BEONE MEDICINES USA, INC. (FKA BEIGENE USA, INC.)|BeiGene|false|distinctive former brand name
365|BERING STRAITS NATIVE CORPORATION|Bering Straits|false|distinctive name
366|BERKSHIRE HATHAWAY ENERGY|BHE|false|distinctive parent brand name
367|BEST BUY CO., INC.|Best Buy|false|distinctive retail brand
369|BETTER MEDICARE ALLIANCE|NONE|true|generic advocacy-coalition name
370|BETTER WORLD FUND|NONE|true|generic-sounding fund name
371|BINANCE HOLDINGS LIMITED|Binance|false|distinctive brand name
372|BIO-RAD LABORATORIES|Bio-Rad|false|distinctive brand name
374|BIOGEN, INC.|Biogen|false|distinctive brand name
378|BIOTECHNOLOGY INDUSTRY ORGANIZATION|NONE|true|BIO extremely collision-prone
379|BIOTECHNOLOGY INNOVATION ORGANIZATION|NONE|true|BIO acronym collision-prone
380|BIOTECHNOLOGY INNOVATION ORGANIZATION (BIO)|NONE|true|BIO acronym collision-prone
381|BIOTECHNOLOGY INNOVATION ORGANIZATION (FORMERLY BIOTECHNOLOGY INDUSTRY ORG.)|NONE|true|BIO acronym collision-prone
382|BIPARTISAN COMMISSION ON BIODEFENSE|NONE|true|generic descriptive name
383|BIPARTISAN POLICY CENTER ACTION, INC.|NONE|true|generic-sounding phrase collision risk
384|BITCOIN ASSOCIATION FOR BSV|NONE|false|distinctive niche name
387|BLACKROCK FUNDS SERVICES GROUP LLC (FORMERLY BLACKROCK CAPITAL MANAGEMENT INC.)|BlackRock|false|distinctive brand name
388|BLACKSTONE ADMINISTRATIVE SERVICES PARTNERSHIP L.P.|Blackstone|false|distinctive brand name
389|BLACKSTONE ADMINISTRATIVE SERVICES PARTNERSHIPS L.P.|Blackstone|false|distinctive brand name
391|BLINK CHARGING CO.|NONE|true|Blink common word/collides broadly
392|BLINK HEALTH LTD (A BERMUDA LIMITED COMPANY)|NONE|true|Blink common word collision risk
393|BLOCK, INC.|NONE|true|Block extremely common English word
